info-network_id,info-layer_i,info-layer_j,info-layer_distance,r2_y_given_hip1,r2_y_given_hip1_hi,delta_r2_y_hi_given_hip1,r2_residual_y_given_hi_after_hip1,cmi_proxy_hi_y_given_hip1,varfrac_yhat_from_hip1,varfrac_yhat_from_hip1_hi,varfrac_increment_hi_given_hip1,nonlin_mse_rev,nonlin_prop_perfect_perdim_avg,cka,trustworthiness,dec_lin_i,dec_lin_j,dec_lin_diff,dec_lin_ratio,cond_gain_R2,grad_norm_i,grad_norm_j,grad_norm_diff,grad_norm_rel_diff,grad_norm_log_ratio,y_nonlin_asym,label-starts_skip,label-skip_start_count,label-recieved_skips,label-num_recieved_skips,label-not_in_skip_range,split
dd250f9e-9ea5-4b0f-b671-830f9e54364e,3,2,-1,0.16167106885830682,0.13237693260769942,-0.10624105468433333,-1.4408988611174471,-0.5380117464883142,0.12110445101456753,0.07179641167813876,-0.11777689656426651,0.20542898513860985,-0.2101988353672182,0.33227679182166947,0.33193949638043235,0.20064564832780968,0.2062452263877438,-0.018658636653026948,-0.002286030811920168,-0.0732461572690651,0.37964778377478614,0.6846225682565933,3.6322471674071375,-1.4081758632415822,-1.2491260769775265,0.033582157620900506,0,0,1,1,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,4,3,-1,0.16156455207437093,0.14107736902431484,-0.09585254429274431,0.20218821897007747,-0.5393845834670707,0.12189348491402474,0.08084083804254268,-0.10950035209344829,-0.07787711514223243,-0.8993190570382157,0.3522803350057226,0.27092243495468427,0.2017219467228126,0.20674532561984782,-0.016187269053852784,-0.002286023291908452,-0.07254613653053622,0.41172807867473155,0.66817982457193,-0.2977385981916447,-1.1143170955643587,-1.0089916839490316,0.03358215608335834,0,0,1,1,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,5,4,-1,0.1677499569461829,0.14501783355523093,-0.10123724882995158,-0.009314535648353675,0.6162938219282995,0.12651219028234204,0.08467596954777465,-0.11283544405692984,0.843245060018682,-1.4135488906616167,0.37051415642097546,0.19973586329132018,0.20255338321091051,0.20782806473401477,-0.01723210835550364,-0.002286026473606534,-0.07473240087528349,0.38710476682384604,0.7033458447049412,3.5792339951180003,-1.4682283546491335,-1.298210445327303,0.03358215738267947,0,0,1,1,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,6,5,-1,0.16895260575085438,0.14621294844762314,-0.10178053063545538,2.0652538923541797,1.5186835672822887,0.1269644562462836,0.08835084339644794,-0.1096829372096785,0.6283373102791097,-1.2177760905132315,0.3805617601268632,-0.20704454621363694,0.20264025931454302,0.20866447665359844,-0.02040918870244198,-0.0022860361400094805,-0.07793376960307793,0.5084556025335796,0.6763540766120885,-0.15026183767134213,-0.5625188285640296,-0.5536641180319489,0.03358215732249196,0,0,1,1,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,7,6,-1,0.17320832283926965,0.14623343613149273,-0.1086447258459534,0.4308926042184437,0.23628236500385297,0.13415937553285948,0.0885626782298301,-0.12095465454461353,-0.4467900527627305,-1.087260890414308,0.3811799918525235,-0.6646725069067035,0.2026164488268808,0.2087518726359079,-0.020881494510284156,-0.0022860375767679905,-0.07878390094583487,0.7682754291560284,0.8093773528954211,-0.024315139297775006,0.25338388068609274,0.15260189106081037,0.03358215608717443,0,0,0,0,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,8,7,-1,0.173214515675545,0.14624367997342752,-0.10864272111604378,1.654919785915799,0.25088481350494857,0.13428338394232733,0.08858662477621244,-0.12112752768657618,0.8054031151175011,-1.0422331426461096,0.23000226246996222,-0.37992622025322675,0.20260550887309,0.20872791966297863,-0.020826575230302506,-0.002286037409705786,-0.07875714856092293,0.951575795500851,1.0941886142150943,-0.004692046675621216,-0.18948518517138976,-0.23768833545118465,0.03358215727504932,0,0,1,1,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,9,8,-1,0.17322690134809568,0.14624197266643837,-0.10866477314504948,-1.247031243704058,0.49444546197767364,0.13433201469113826,0.08858109865012422,-0.12121105066527722,-0.5886867140780999,0.609436710871697,0.3826968006426445,-1.7223015716195806,0.2026035782930093,0.2087169142429841,-0.020788131734315353,-0.002286037292761339,-0.07876309353534781,1.502519913481966,1.2951201952175286,0.2053307065131667,1.670470124163298,1.6374916851768866,0.03358215708363151,0,0,0,0,1,train
33a54d6e-e4ee-4aa4-9ef3-06f2bfc0b3ae,1,0,-1,-2.371343880125567,-2.2100465491740757,1.2431787326112305,0.0713668143279769,-0.33064946948268314,-2.479856439545172,-2.7002079044478715,1.1146745803844866,-0.2656440135827822,-1.2470115079067587,-0.03633316929199942,0.39295655780617594,-5.185965367234685,-5.220202281383437,0.013587675131528627,-0.0019017027796252616,0.0757923696624734,-2.0203460709447874,-2.083555017712945,-0.7910585088686056,-0.6276336626125563,-0.6101132785225023,0.03358214615437724,1,1,0,0,0,train
33a54d6e-e4ee-4aa4-9ef3-06f2bfc0b3ae,2,1,-1,-2.1203568958567263,-2.831811901169088,0.10685371578736592,-1.1088490880922375,-0.5353604512992637,-2.66240411289417,-3.523740686788452,0.5379270461103318,0.08576241749691176,-0.36368466388321036,0.30776430534841226,0.362448027093303,-5.195487846018919,-5.212099918812849,-0.06141283756420498,-0.002356106356405163,-0.14644662591112423,-1.795967653865652,-1.9626635787508793,-0.6783131929955022,0.054375833404880836,-0.02816827783972427,0.03358215840846771,0,0,1,1,0,train
33a54d6e-e4ee-4aa4-9ef3-06f2bfc0b3ae,3,2,-1,-3.122439550645957,-3.4228679223505876,1.0347910679672911,-0.682531852202529,-0.5083139638762918,-3.3567855544032383,-4.361696658219314,0.7637110238826649,0.0928685391728191,0.0868538875141817,-0.5712073196910301,0.362448027093303,-5.195066121538823,-5.221679381433424,-0.018980372157452886,0.5450363632557029,-0.0858336500265658,-1.5092633794980372,-1.7167027496179936,-0.5891208570264551,0.405302886427051,0.2897269722106399,0.03358214600447255,0,0,1,1,0,train
