info-network_id,info-layer_i,info-layer_j,info-layer_distance,r2_y_given_hip1,r2_y_given_hip1_hi,delta_r2_y_hi_given_hip1,r2_residual_y_given_hi_after_hip1,cmi_proxy_hi_y_given_hip1,varfrac_yhat_from_hip1,varfrac_yhat_from_hip1_hi,varfrac_increment_hi_given_hip1,nonlin_mse_rev,nonlin_prop_perfect_perdim_avg,cka,trustworthiness,dec_lin_i,dec_lin_j,dec_lin_diff,dec_lin_ratio,cond_gain_R2,grad_norm_i,grad_norm_j,grad_norm_diff,grad_norm_rel_diff,grad_norm_log_ratio,y_nonlin_asym,label-starts_skip,label-skip_start_count,label-recieved_skips,label-num_recieved_skips,label-not_in_skip_range,split
1a89af81-e4aa-4c11-8312-a21ec174817a,0,1,1,0.1527378381970442,0.14983265116118852,-0.07203461251909,-0.9406691945497566,-0.11410721191902247,0.12729537231694674,0.10598397148038347,-0.13436644875979079,0.2601412819913684,1.5683862039943373,0.02450477129004752,0.28454909268087014,-0.4212591991828288,0.16529740467491627,-4.496763946352189,-0.0447412175483707,-0.094750996459309,-1.20299676827514,-1.2542226442252067,0.6332167167642289,0.8441549991767158,0.7826064316760186,-0.049601835449577275,1,1,0,0,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,1,2,1,0.15088657272280004,0.1491939597628113,-0.06920083387523432,-0.9749829241051384,0.2827055141253503,0.12444182432827912,0.10587481748888193,-0.1266811765779056,0.552298805295477,0.007928759933904454,0.22121343326102744,0.25857478421119734,0.1706829630510521,0.1652667953463176,0.042775685494162975,-0.044729148869543926,-0.09318895351092096,-1.1119289621372737,-1.0479880167992675,0.49714505762917566,0.09273684996343179,0.15699042598960242,-0.04960183557959432,1,1,0,0,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,2,3,1,0.1563022511716688,0.1528009579478912,-0.07459547098752486,0.6887380803759601,-0.6465418232012594,0.13188418597439872,0.11039925043662072,-0.13798404027732533,1.283503506111789,0.33767775846998294,0.322788716261112,0.2585747842111935,0.17065238371557273,0.16622639779788517,0.03518969260649855,-0.04472916903460269,-0.10108534993277221,-0.8864750470228714,-0.8361373419688578,0.43823217409539994,0.05973761872108988,0.12840922779301236,-0.04960183544144842,1,3,1,1,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,3,4,1,0.15636767547507793,0.15284537533530831,-0.07465923738365123,1.5824472844302828,-0.5665168200663204,0.13209322967484877,0.11057253239812942,-0.1382062717935658,0.771771431116926,-0.7590037675173988,-1.3426011132115432,0.07675462492347442,0.17161104588285117,0.16557977573123878,0.047494946911914034,-0.04472913632364468,-0.08973091360448952,-0.6548817173464762,-0.6240498673161381,0.3813140297043587,0.0584601131871464,0.12720410572638327,-0.04960183570925147,0,0,1,1,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,4,5,1,0.15638584889269158,0.15284537533530831,-0.07469749722132704,1.572841464340799,2.427940317609613,0.13217847079542064,0.11061892284451756,-0.13834692465194584,1.5357977873658601,-1.3057491114292685,-0.42188333671389006,-0.0011683004855516147,0.17096505742084936,0.16554534023656528,0.04280499767688193,-0.04472914879164548,-0.10696724958670233,-0.42302952014766465,-0.3325327955730837,0.2787966855927937,-0.396592568314072,-0.27702913762320114,-0.049601835551139416,1,1,0,0,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,5,6,1,0.15638221420916887,0.15284997023745492,-0.07468219328625672,1.8513839195696502,-0.3656883265124457,0.13215107186380826,0.11062710939388018,-0.138254093765415,1.0777908824131301,-1.2515000694666238,0.19491041911368132,0.1546775503324966,0.17093065566843504,0.16530123084099108,0.04441130528988042,-0.04472914452114196,-0.10106380451279444,-0.10434557280346926,0.04127219225830824,0.16158339430446428,-0.8355584461558953,-0.6958089429775806,-0.04960183546102,0,0,1,1,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,6,7,1,0.15638584889269158,0.15284997023745492,-0.07468984525379188,1.7096278849231135,1.0217542333374405,0.13224849028731894,0.1106666777157995,-0.13844256859564424,-0.010328831759653573,-1.406801255380282,0.2957346224120859,-0.7890556573990574,0.17068678546798702,0.1653008482243836,0.042544119250683264,-0.0447291494851817,-0.10792602077571291,0.3042948143504442,0.5428148224997112,0.009814881882821513,-1.4407813630495279,-1.3458915743990043,-0.04960183565365801,0,0,1,1,0,train
1a89af81-e4aa-4c11-8312-a21ec174817a,7,8,1,0.15638463733151733,0.15284997023745492,-0.07468729459794683,1.855407259037858,-0.4144348813750595,0.13215107186380826,0.11064075364281788,-0.138225963193739,0.13948862129194511,-1.6929384339046645,0.2639907209325531,-1.654865939721566,0.17068640322629353,0.16411282365814867,0.051642620766645546,-0.04472912529172193,-0.07449830168020895,0.8525768899456574,1.0312526593457745,-0.11972312937914151,-1.3831808375018104,-1.2791986371101538,-0.04960183556301327,0,0,1,1,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,0,1,1,-0.013349025374135178,-0.05151136600061527,-0.057679521423122555,-1.6985810143567568,-0.6957330999561565,-0.01622936444592844,-0.08214566172230671,-0.12437165664330539,-0.3217304354134652,0.813021751944025,-0.8475698104402738,0.3105234011505429,0.09067671866958596,0.11578222426731637,-0.19165142701891674,-0.04472977695116792,-0.05032434046515549,0.6111902718310717,0.3486268083859431,0.31821566669222046,1.2012284007507077,1.0710799018497361,-0.049601835628484886,1,1,0,0,0,train
dd250f9e-9ea5-4b0f-b671-830f9e54364e,1,2,1,0.14508561782052184,0.1393164517816732,-0.07343747323387005,-1.612461360477661,-0.6917023630115599,0.12125543005928327,0.09703334417725726,-0.13607678751769203,0.4212198687064115,-0.4202132324000108,0.3391716422540061,0.3451558124434476,0.12121630101283905,0.16352971594834445,-0.32325140255391754,-0.04473012224570348,-0.10662252286705806,0.6402922285545346,0.3906105630130304,0.26042086730687325,1.1042106345058567,0.9928962528688282,-0.04960183540269205,1,3,0,0,0,train
